Code,Trouble Code System,Condition Description
P0C52,Powertrain,Drive Motor  - Position Sensor Circuit  - Low
P0C53,Powertrain,Drive Motor  - Position Sensor Circuit  - High 
P0C54,Powertrain,Drive Motor  - Position Sensor Circuit  - Intermittent/Erratic
P0C55,Powertrain,Drive Motor  - Position Sensor Circuit  -
P0C56,Powertrain,Drive Motor  - Position Sensor Circuit  - Range/Performance 
P0C57,Powertrain,Drive Motor  - Position Sensor Circuit  - Low
P0C58,Powertrain,Drive Motor  - Position Sensor Circuit  - High 
P0C59,Powertrain,Drive Motor  - Position Sensor Circuit  - Intermittent/Erratic
P0C5A,Powertrain,Drive Motor  - Position Sensor Circuit  -
P0C5B,Powertrain,Drive Motor  - Position Sensor Circuit  - Range/Performance
P0C5C,Powertrain,Drive Motor  - Position Sensor Circuit  - Low
P0C5D,Powertrain,Drive Motor  - Position Sensor Circuit  - High
P0C5E,Powertrain,Drive Motor  - Position Sensor Circuit  - Intermittent/Erratic 
P0C5F,Powertrain,Drive Motor  - Position Sensor Circuit  -
P0C60,Powertrain,Drive Motor  - Position Sensor Circuit  - Range/Performance 
P0C61,Powertrain,Drive Motor  - Position Sensor Circuit  - Low
P0C62,Powertrain,Drive Motor  - Position Sensor Circuit  - High 
P0C63,Powertrain,Drive Motor  - Position Sensor Circuit  - Intermittent/Erratic 
P0C64,Powertrain,Generator Position Sensor Circuit  -
P0C65,Powertrain,Generator Position Sensor Circuit  - Range/Performance
P0C66,Powertrain,Generator Position Sensor Circuit  - Low
P0C67,Powertrain,Generator Position Sensor Circuit  - High
P0C68,Powertrain,Generator Position Sensor Circuit  - Intermittent/Erratic
P0C69,Powertrain,Generator Position Sensor Circuit  - 
P0C6A,Powertrain,Generator Position Sensor Circuit  - Range/Performance
P0C6B,Powertrain,Generator Position Sensor Circuit  - Low
P0C6C,Powertrain,Generator Position Sensor Circuit  - High 
P0C6D,Powertrain,Generator Position Sensor Circuit  - Intermittent/Erratic
P0C6E,Powertrain,Hybrid Battery Temperature Sensor  - Correlation
P0C6F,Powertrain,Hybrid Battery Temperature Sensor  - Correlation
P0C70,Powertrain,Hybrid Battery Temperature Sensor - Correlation
P0C71,Powertrain,Hybrid Battery Temperature Sensor - Correlation
P0C72,Powertrain,Hybrid Battery Temperature Sensor - Correlation
P0C73,Powertrain,Motor Electronics Coolant Pump  - Control Performance
P0C74,Powertrain,Motor Electronics Coolant Pump  - Control Performance 
P0C75,Powertrain,Hybrid Battery System Discharge Time Too Short
P0C76,Powertrain,Hybrid Battery System Discharge Time Too Long
P0C77,Powertrain,Hybrid Battery System Precharge Time Too Short
P0C78,Powertrain,Hybrid Battery System Precharge Time Too Long
P0C79,Powertrain,Drive Motor  - Inverter Voltage Too High
P0C7A,Powertrain,Drive Motor  - Inverter Voltage Too High 
P0C7B,Powertrain,Generator Inverter Voltage Too High
P0C7C,Powertrain,Hybrid Battery Temperature Sensor - Circuit 
P0C7D,Powertrain,Hybrid Battery Temperature Sensor - Range/Performance
P0C7E,Powertrain,Hybrid Battery Temperature Sensor - Circuit Low
P0C7F,Powertrain,Hybrid Battery Temperature Sensor - Circuit High
P0C80,Powertrain,Hybrid Battery Temperature Sensor - Circuit Intermittent/Erratic
P0C81,Powertrain,Hybrid Battery Temperature Sensor - Circuit
P0C82,Powertrain,Hybrid Battery Temperature Sensor - Range/Performance
P0C83,Powertrain,Hybrid Battery Temperature Sensor - Circuit Low 
P0C84,Powertrain,Hybrid Battery Temperature Sensor - Circuit High
P0C85,Powertrain,Hybrid Battery Temperature Sensor - Circuit Intermittent/Erratic
P0C86,Powertrain,Hybrid Battery Temperature Sensor - Correlation 
P0C87,Powertrain,Hybrid Battery Temperature Sensor - Correlation
P1000,Powertrain,OBDII monitor status
P1105,Powertrain,Dual alternator upper fault (monitor)
P1106,Powertrain,Dual alternator lower fault (control)
P1107,Powertrain,Dual alternator lower circuit malf. (control)
P1108,Powertrain,Dual alternator BATT lamp ckt. malf.
P1118,Powertrain,Manifold air temp sensor out of range low
P1119,Powertrain,Manifold air temp sensor out of range high
P1139,Powertrain,Water in fuel lamp circuit malfunction
P1140,Powertrain,Water in fuel condition
P1184,Powertrain,Engine oil temp out of self test range
P1209,Powertrain,ICP system fault
P1210,Powertrain,ICP above expected level
P1211,Powertrain,ICP pressure above/below desired
P1212,Powertrain,ICP voltage not at expected level
P1218,Powertrain,CID stuck high
P1219,Powertrain,CID stuck low
P1247,Powertrain,Turbo boost pressure low
P1248,Powertrain,Turbo boost pressure not detected
P1249,Powertrain,Waste gate steady state failure
P1260,Powertrain,Electronic positive anti-theft system failure
P1261,Powertrain,High to low side short Cylinder  #1
P1262,Powertrain,High to low side short Cylinder  #2
P1262,Powertrain,High to low side short Cylinder  #3
P1263,Powertrain,High to low side short Cylinder  #3
P1264,Powertrain,High to low side short Cylinder  #4
P1265,Powertrain,High to low side short Cylinder  #5
P1266,Powertrain,High to low side short Cylinder  #6
P1267,Powertrain,High to low side short Cylinder  #7
P1268,Powertrain,High to low side short Cylinder  #8
P1271,Powertrain,High to low side open Cylinder  #1
P1272,Powertrain,High to low side open Cylinder  #2
P1273,Powertrain,High to low side open Cylinder  #3
P1274,Powertrain,High to low side open Cylinder  #4
P1275,Powertrain,High to low side open Cylinder  #5
P1276,Powertrain,High to low side open Cylinder  #6
P1277,Powertrain,High to low side open Cylinder  #7
P1278,Powertrain,High to low side open Cylinder  #8
P1280,Powertrain,ICP circuit out of range low
P1281,Powertrain,ICP circuit out of range high
P1282,Powertrain,Excessive ICP pressure
P1283,Powertrain,IPR circuit failure
P1284,Powertrain,ICP failure aborts KOER CCT test
P1291,Powertrain,High side # 1 (right) short to grd. or B+
P1292,Powertrain,High side # 2 (left) short to grd. or B+
P1293,Powertrain,High side open bank No. 1 (right)
P1294,Powertrain,High side open bank No. 2 (left)
P1295,Powertrain,Multiple faults on bank No. 1 (right)
P1296,Powertrain,Multiple faults on bank No. 2 (left)
P1297,Powertrain,High sides shorted together
P1298,Powertrain,IDM failure
P1316,Powertrain,Injector circuit/IDM codes detected
P1391,Powertrain,"Glow plug circuit low input, bank #1 (right)"
P1393,Powertrain,"Glow plug circuit low input, bank #2 (left)"
P1395,Powertrain,"Glow plug monitor fault, bank #1"
P1396,Powertrain,"Glow plug monitor fault, bank #2"
P1397,Powertrain,System voltage out of self test range
P1464,Powertrain,A/C on during KOER CCT test
P1501,Powertrain,Vehicle moved during testing
P1502,Powertrain,Invalid test APCM functioning
P1531,Powertrain,Invalid test accelerator pedal movement
P1536,Powertrain,Parking brake applied fail
P1660,Powertrain,OCC signal high
P1661,Powertrain,OCC signal low
P1662,Powertrain,IDM EN circuit failure
P1663,Powertrain,FDCS circuit failure
P1667,Powertrain,CID circuit failure
P1668,Powertrain,PCM/IDM diag. communication error
P1670,Powertrain,EF signal not detected
P1690,Powertrain,Waste gate failure
P1702,Powertrain,TRS sensor intermittent circuit malfunction
P1704,Powertrain,Digital TRS failed to transition state
P1705,Powertrain,TR sensor out of self-test range
P1711,Powertrain,TFT sensor out of self-test range
P1713,Powertrain,TFT stuck in range low below 50F
P1714,Powertrain,Shift solenoid 1 inductive
P1715,Powertrain,Shift solenoid 2 inductive
P1718,Powertrain,TFT stuck in range high above 250F
P1728,Powertrain,Transmission slip error
P1729,Powertrain,4×4 Low switch error
P1744,Powertrain,Converter not functioning
P1746,Powertrain,EPC solenoid open circuit
P1747,Powertrain,EPC solenoid short circuit
P1754,Powertrain,Coast clutch solenoid ckt. malfunction
P1760,Powertrain,EPC solenoid short intermittent
P1780,Powertrain,TCS circuit of out self-test range
P1781,Powertrain,4×4 Low circuit out of self-test range
P1783,Powertrain,Transmission overtemperature condition
P1902,Powertrain,Kickdown solenoid relay control circuit failure
P1903,Powertrain,Kickdown solenoid circuit low voltage
P1904,Powertrain,Kickdown solenoid circuit high voltage
P2000,Powertrain,NOx Adsorber Efficiency Below Threshold Bank 1
P2001,Powertrain,NOx Adsorber Efficiency Below Threshold Bank 2
P2002,Powertrain,Diesel Particulate Filter Efficiency Below Threshold Bank 1
P2003,Powertrain,Diesel Particulate Filter Efficiency Below Threshold Bank 2
P2004,Powertrain,Intake Manifold Runner Control Stuck Open Bank 1
P2005,Powertrain,Intake Manifold Runner Control Stuck Open Bank 2
P2006,Powertrain,Intake Manifold Runner Control Stuck Closed Bank 1
P2007,Powertrain,Intake Manifold Runner Control Stuck Closed Bank 2
P2008,Powertrain,Intake Manifold Runner Control Circuit/Open Bank 1
P2009,Powertrain,Intake Manifold Runner Control Circuit Low Bank 1
P200A,Powertrain,Intake Manifold Runner Performance Bank 1
P200B,Powertrain,Intake Manifold Runner Performance Bank 2
P200C,Powertrain,Diesel Particulate Filter Over Temperature Bank 1
P200D,Powertrain,Diesel Particulate Filter Over Temperature Bank 2
P200E,Powertrain,Catalyst System Over Temperature Bank 1
P200F,Powertrain,Catalyst System Over Temperature Bank 2
P2010,Powertrain,Intake Manifold Runner Control Circuit High Bank 1
P2011,Powertrain,Intake Manifold Runner Control Circuit/Open Bank 2
P2012,Powertrain,Intake Manifold Runner Control Circuit Low Bank 2
P2013,Powertrain,Intake Manifold Runner Control Circuit High Bank 2
P2014,Powertrain,Intake Manifold Runner Position Sensor/Switch Circuit Bank 1
P2015,Powertrain,Intake Manifold Runner Position Sensor/Switch Circuit Range/Performance Bank 1
P2016,Powertrain,Intake Manifold Runner Position Sensor/Switch Circuit Low Bank 1
P2017,Powertrain,Intake Manifold Runner Position Sensor/Switch Circuit High Bank 1
P2018,Powertrain,Intake Manifold Runner Position Sensor/Switch Circuit Intermittent Bank 1
P2019,Powertrain,Intake Manifold Runner Position Sensor/Switch Circuit Bank 2
P201A,Powertrain,Reductant Injection Valve Circuit Range/Performance Bank 2 Unit 1
P2020,Powertrain,Intake Manifold Runner Position Sensor/Switch Circuit Range/Performance Bank 2
P2021,Powertrain,Intake Manifold Runner Position Sensor/Switch Circuit Low Bank 2
P2022,Powertrain,Intake Manifold Runner Position Sensor/Switch Circuit High Bank 2
P2023,Powertrain,Intake Manifold Runner Position Sensor/Switch Circuit Intermittent Bank 2
P2024,Powertrain,Evaporative Emissions (EVAP) Fuel Vapor Temperature Sensor Circuit
P2025,Powertrain,Evaporative Emissions (EVAP) Fuel Vapor Temperature Sensor Performance
P2026,Powertrain,Evaporative Emissions (EVAP) Fuel Vapor Temperature Sensor Circuit Low Voltage
P2027,Powertrain,Evaporative Emissions (EVAP) Fuel Vapor Temperature Sensor Circuit High Voltage
P2028,Powertrain,Evaporative Emissions (EVAP) Fuel Vapor Temperature Sensor Circuit Intermittent
P2029,Powertrain,Fuel Fired Heater Disabled
P202A,Powertrain,Reductant Tank Heater Control Circuit/Open
P202B,Powertrain,Reductant Tank Heater Control Circuit Low
P202C,Powertrain,Reductant Tank Heater Control Circuit High
P202D,Powertrain,Reductant Leakage
P202E,Powertrain,Reductant Injection Valve Circuit Range/Performance Bank 1 Unit 1
P202F,Powertrain,Reductant/Regeneration Supply Control Circuit Range/Performance
P2030,Powertrain,Fuel Fired Heater Performance
P2031,Powertrain,Exhaust Gas Temperature Sensor Circuit Bank 1 Sensor 2
P2032,Powertrain,Exhaust Gas Temperature Sensor Circuit Low Bank 1 Sensor 2
P2033,Powertrain,Exhaust Gas Temperature Sensor Circuit High Bank 1 Sensor 2
P2034,Powertrain,Exhaust Gas Temperature Sensor Circuit Bank 2 Sensor 2
P2035,Powertrain,Exhaust Gas Temperature Sensor Circuit Low Bank 2 Sensor 2
P2036,Powertrain,Exhaust Gas Temperature Sensor Circuit High Bank 2 Sensor 2
P2037,Powertrain,Reductant Injection Air Pressure Sensor  - Circuit
P2038,Powertrain,Reductant Injection Air Pressure Sensor  - Circuit Range/Performance
P2039,Powertrain,Reductant Injection Air Pressure Sensor  - Circuit Low
P203A,Powertrain,Reductant Level Sensor Circuit
P203B,Powertrain,Reductant Level Sensor Circuit Range/Performance
P203C,Powertrain,Reductant Level Sensor Circuit Low
P203D,Powertrain,Reductant Level Sensor Circuit High
P203E,Powertrain,Reductant Level Sensor Circuit Intermittent/Erratic
P203F,Powertrain,Reductant Level Too Low
P2040,Powertrain,Reductant Injection Air Pressure Sensor  - Circuit High
P2041,Powertrain,Reductant Injection Air Pressure Sensor  - Circuit Intermittent
P2042,Powertrain,Reductant Temperature Sensor Circuit
P2043,Powertrain,Reductant Temperature Sensor Circuit Range/Performance
P2044,Powertrain,Reductant Temperature Sensor Circuit Low
P2045,Powertrain,Reductant Temperature Sensor Circuit High
P2046,Powertrain,Reductant Temperature Sensor Circuit Intermittent
P2047,Powertrain,Reductant Injection Valve Circuit/Open Bank 1 Unit 1
P2048,Powertrain,Reductant Injection Valve Circuit Low Bank 1 Unit 1
P2049,Powertrain,Reductant Injection Valve Circuit High Bank 1 Unit 1
P204A,Powertrain,Reductant Pressure Sensor Circuit
P204B,Powertrain,Reductant Pressure Sensor Circuit Range/Performance
P204C,Powertrain,Reductant Pressure Sensor Circuit Low
P204D,Powertrain,Reductant Pressure Sensor Circuit High
P204E,Powertrain,Reductant Pressure Sensor Circuit Intermittent/Erratic
P204F,Powertrain,Reductant System Performance Bank 1
P2050,Powertrain,Reductant Injection Valve Circuit/Open Bank 2 Unit 1
P2051,Powertrain,Reductant Injection Valve Circuit Low Bank 2 Unit 1
P2052,Powertrain,Reductant Injection Valve Circuit High Bank 2 Unit 1
P2053,Powertrain,Reductant Injection Valve Circuit/Open Bank 1 Unit 2
P2054,Powertrain,Reductant Injection Valve Circuit Low Bank 1 Unit 2
P2055,Powertrain,Reductant Injection Valve Circuit High Bank 1 Unit 2
P2056,Powertrain,Reductant Injection Valve Circuit/Open Bank 2 Unit 2
P2057,Powertrain,Reductant Injection Valve Circuit Low Bank 2 Unit 2
P2058,Powertrain,Reductant Injection Valve Circuit High Bank 2 Unit 2
P2059,Powertrain,Reductant Injection Air Pump Control Circuit/Open
P205A,Powertrain,Reductant Tank Temperature Sensor Circuit
P205B,Powertrain,Reductant Tank Temperature Sensor Circuit Range/Performance
P205C,Powertrain,Reductant Tank Temperature Sensor Circuit Low
P205D,Powertrain,Reductant Tank Temperature Sensor Circuit High
P205E,Powertrain,Reductant Tank Temperature Sensor Circuit Intermittent/Erratic
P205F,Powertrain,Reductant System Performance Bank 2
P2060,Powertrain,Reductant Injection Air Pump Control Circuit Low
P2061,Powertrain,Reductant Injection Air Pump Control Circuit High
P2062,Powertrain,Reductant/Regeneration Supply Control Circuit/Open
P2063,Powertrain,Reductant/Regeneration Supply Control Circuit Low
P2064,Powertrain,Reductant/Regeneration Supply Control Circuit High
P2065,Powertrain,Fuel Level Sensor  - Circuit
P2066,Powertrain,Fuel Level Sensor  - Circuit Performance
P2067,Powertrain,Fuel Level Sensor  - Circuit Low
P2068,Powertrain,Fuel Level Sensor  - Circuit High
P2069,Powertrain,Fuel Level Sensor  - Circuit Intermittent
P206A,Powertrain,Reductant Quality Sensor Circuit
P206B,Powertrain,Reductant Quality Sensor Circuit Range/Performance
P206C,Powertrain,Reductant Quality Sensor Circuit Low
P206D,Powertrain,Reductant Quality Sensor Circuit High
P206E,Powertrain,Intake Manifold Tuning (IMT) Valve Stuck Open Bank 2
P206F,Powertrain,Intake Manifold Tuning (IMT) Valve Stuck Closed Bank 2
P2070,Powertrain,Intake Manifold Tuning (IMT) Valve Stuck Open Bank 1
P2071,Powertrain,Intake Manifold Tuning (IMT) Valve Stuck Closed Bank 1
P2072,Powertrain,Throttle Actuator Control System - Ice Blockage
P2073,Powertrain,Manifold Absolute Pressure/Mass Air Flow - Throttle Position Correlation at Idle
P2074,Powertrain,Manifold Absolute Pressure/Mass Air Flow - Throttle Position Correlation at Higher Load
P2075,Powertrain,Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Bank 1
P2076,Powertrain,Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Range/Performance Bank 1
P2077,Powertrain,Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Low Bank 1
P2078,Powertrain,Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit High Bank 1
P2079,Powertrain,Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Intermittent Bank 1
P207A,Powertrain,Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Bank 2
P207B,Powertrain,Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Range/Performance Bank 2
P207C,Powertrain,Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Low Bank 2
P207D,Powertrain,Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit High Bank 2
P207E,Powertrain,Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Intermittent Bank 2
P207F,Powertrain,Reductant Quality Performance
P2080,Powertrain,Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 1 Sensor 1
P2081,Powertrain,Exhaust Gas Temperature Sensor Circuit Intermittent Bank 1 Sensor 1
P2082,Powertrain,Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 2 Sensor 1
P2083,Powertrain,Exhaust Gas Temperature Sensor Circuit Intermittent Bank 2 Sensor 1
P2084,Powertrain,Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 1 Sensor 2
P2085,Powertrain,Exhaust Gas Temperature Sensor Circuit Intermittent Bank 1 Sensor 2
P2086,Powertrain,Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 2 Sensor 2
P2087,Powertrain,Exhaust Gas Temperature Sensor Circuit Intermittent Bank 2 Sensor 2
P2088,Powertrain,A Camshaft Position Actuator Control Circuit Low Bank 1
P2089,Powertrain,A Camshaft Position Actuator Control Circuit High Bank 1
P208A,Powertrain,Reductant Pump Control Circuit/Open
P208B,Powertrain,Reductant Pump Control Range/Performance
P208C,Powertrain,Reductant Pump Control Circuit Low
P208D,Powertrain,Reductant Pump Control Circuit High
P208E,Powertrain,Reductant Injection Valve Stuck Closed Bank 1 Unit 1
P208F,Powertrain,Reductant Injection Valve Stuck Closed Bank 2 Unit 1
P2090,Powertrain,B Camshaft Position Actuator Control Circuit Low Bank 1
P2091,Powertrain,B Camshaft Position Actuator Control Circuit High Bank 1
P2092,Powertrain,A Camshaft Position Actuator Control Circuit Low Bank 2
P2093,Powertrain,A Camshaft Position Actuator Control Circuit High Bank 2
P2094,Powertrain,B Camshaft Position Actuator Control Circuit Low Bank 2
P2095,Powertrain,B Camshaft Position Actuator Control Circuit High Bank 2
P2096,Powertrain,Post Catalyst Fuel Trim System Too Lean Bank 1
P2097,Powertrain,Post Catalyst Fuel Trim System Too Rich Bank 1
P2098,Powertrain,Post Catalyst Fuel Trim System Too Lean Bank 2
P2099,Powertrain,Post Catalyst Fuel Trim System Too Rich Bank 2
P209A,Powertrain,Reductant Injection Air Pressure Sensor  - Circuit
P209B,Powertrain,Reductant Injection Air Pressure Sensor  - Circuit Range/Performance
P209C,Powertrain,Reductant Injection Air Pressure Sensor  - Circuit Low
P209D,Powertrain,Reductant Injection Air Pressure Sensor  - Circuit High
P209E,Powertrain,Reductant Injection Air Pressure Sensor  - Correlation
P209F,Powertrain,Reductant Tank Heater Control Circuit Performance
P20A0,Powertrain,Reductant Purge Control Valve Circuit /Open
P20A1,Powertrain,Reductant Purge Control Valve Performance
P20A2,Powertrain,Reductant Purge Control Valve Circuit Low
